"state","gun_type","notes","n_killed","n_injured"
"Missouri","Unknown",NA,0,0
"California","Unknown",NA,0,0
"New York","Unknown","robbed and sexually assault at gunpoint, gun fired when vic fought back, no apparent inj",0,0
"New York","Unknown","40.877907, -73.865947 ;",0,1
"New York","Unknown","3 shot at NYCHA complex near 104 & Madison, attempt ar of group incl children, open fire",0,3
"Alabama","Unknown",NA,0,0
"Florida","Unknown","unclear date",0,0
"South Dakota","Unknown","Case #2017-00049986",0,0
"Florida","Unknown",NA,1,0
"Florida","Handgun","gun stolen from unlocked car",0,0
"North Carolina","AR-15","hi, neighbor with AR-15 shot suspect as leaving, suspect armed with handgun;
36.120643, -80.407722 ;",1,0
"Indiana","Unknown","Victim attacked by suspect, choked, gun fired into ground; suspect in custody;",0,0
"California","Unknown",NA,0,0
"California","Handgun",NA,0,0
"Massachusetts","Unknown","approx 3 AM",0,1
"Florida","Unknown",NA,0,1
"Rhode Island","Handgun","threatened neighbor w/gun.....Felon in poss.",0,0
"New Jersey","Handgun","drugs, 38 cal handgun",0,0
"Florida","Unknown","Escambia Co;
30.481196, -87.237056 ;",1,0
"Pennsylvania","Unknown","39.921923, -76.825566 ;",0,0
"Texas","Unknown","following altercation, shot in back",1,0
"Maryland","Unknown",NA,0,1
"Washington","Unknown","man shot while dragging dead raccoon down road",0,1
"Maryland","Unknown","shot in head, died at hosp",1,0
"Texas","Unknown","follow from Matlock Rd, sedan fire shots in truck, road rage, male vic died at hosp, female with inj from crash;
32.675476, -97.135043 ;",1,0
"Arkansas","AK-47",NA,0,1
"Missouri","Unknown","Second of two kidnapping incidents by same group of suspects over a two-day period.;
38.603652, -90.269443 ;",0,0
"North Carolina","Unknown","1:30 p.m.; group arguing prior to shooting;
36.096801, -79.748204 ;",1,1
"New Jersey","Unknown",NA,0,1
"Florida","Handgun",NA,0,0
"New Mexico","Handgun","chase from Lazy T Ranch Rd and frontage rd 2116, suspect exchange gunshots with AR15 and handgun, suicide by cop;
35.486940, -105.674318 ;",1,0
"Oklahoma","Unknown",NA,0,2
"Nebraska","Unknown","Case #B7-054841",0,0
"Nevada","Unknown","shot over game of dominoes",2,1
"Illinois","Unknown","Man shot, head, left shoulder, while driving; crashed into parked car;",1,0
"New Mexico","Unknown",NA,0,0
"Alabama","Unknown","around midnight;
30.700630, -88.061024 ;",1,0
"Michigan","Unknown","Believed to be hit by crossfire between two quarreling groups",0,3
"Pennsylvania","Handgun","Suspect shot his ex-gf's new bf",0,1
"Louisiana","Unknown",NA,0,2
"Louisiana","Unknown","Argument at dice game",0,3
"New York","Unknown",NA,0,0
"Michigan","Unknown","Victim shot after arguing with friend",0,1
"California","22 LR",NA,0,0
"New York","Unknown","1 round fired at SUV that clipped NYPD LEO while trying to flee brawl after a boat party",0,0
"Georgia","Unknown",NA,2,1
"Illinois","Unknown","Groin, good;",0,1
"Illinois","Unknown","Teen wounded, leg, by 1 of 2 walk-up attackers;",0,1
"Illinois","Unknown","Victims both stable after 1 of 2 walk-up attackers opens fire on them;",0,2
"Illinois","Unknown","Teen killed after argument w/ shooter in car;",1,0
"New Jersey","Unknown","Camden Co",1,0
"Louisiana","Unknown","Shooting occurred following argument over dice game;
32.504515, -93.786822 ;",0,3
"New York","Unknown","respond to physical dv, verbal threat regarding gun, brief standoff, peaceful surrender",0,0
"South Dakota","Unknown","Case #2017-00049955;
43.545985, -96.734192 ;",0,0
"Maryland","Unknown",NA,0,0
"New York","Unknown","approx 2:15 AM",0,1
"Pennsylvania","Unknown","shot in chest",0,1
"Indiana","Unknown","39.829349, -86.046453 ;",0,3
"Oklahoma","Handgun","attempt hi, homeowner held suspect at gunpoint with unloaded handgun",0,0
"Virginia","Unknown","shots fired in home, another person with firearm also in home",0,0
"Florida","Unknown","5:25pm; infant in car struck in hand by bullet",0,1
"California","Unknown",NA,1,0
"Georgia","Unknown","31.171067, -83.780604 ;",0,0
"Arizona","Unknown",NA,0,1
"Nevada","Unknown",NA,0,1
"New Jersey","Unknown",NA,1,0
"Iowa","Unknown",NA,0,1
"New Jersey","Unknown",NA,0,1
"Oklahoma","Unknown","4:30 P.M.; suspect pointing gun at traffic, and at officers. Officer Clayton Seargent",1,0
"California","Unknown","incident number MP17063142",0,0
"California","Unknown","Incident MP17062941",0,0
"New York","Unknown","Shot in vehicle; 6:15pm; man walked up and fired shots into car; victims had just departed the Moksha Festival of Fun",1,1
"North Carolina","Unknown","approx 11:20 PM",1,0
"Texas","Unknown","near Veterans Memorial Dr, parking lot, found at Exxon across street",1,0
"Virginia","Unknown","shots fired from playground, DATE REPORT",0,0
"Washington","Unknown","road rage, threat driver with illegal gun",0,0
"Indiana","Unknown","Victim shot, arm at address, went to 6700 E 52nd St for help; approx 5 PM, dv",0,1
"North Carolina","Handgun","shots fired, 2 handguns recover, poss 2 suspects",0,0
"California","Unknown",NA,0,0
"California","Unknown",NA,0,1
"New York","Mag","Criminal weapon possession",0,0
"California","Unknown",NA,0,1
"Arkansas","22 LR","AD shot by juvenile with 22 cal handgun",1,0
"New York","Unknown",NA,0,1
"West Virginia","Handgun","Marshall football player shot, uncoop and intox, stolen handgun found nearby",0,1
"California","Unknown","Case no P171760055",0,0
"California","Unknown","Report #FG1703246",0,0
"Arkansas","Shotgun",NA,0,0
"Illinois","Unknown","Lower body, stable;",0,1
"New Jersey","Unknown","Essex Co",0,1
"Illinois","Unknown","Victim shot, both legs;",0,1
"Kansas","Unknown","victim died 6/26; 18yo arrested;
39.052457, -95.684343 ;",1,0
"Alaska","Handgun","DUI, handgun in holster",0,0
"Georgia","Handgun",NA,0,2
"South Carolina","Handgun",NA,0,0
"Nebraska","Shotgun","suspect attempt to break up party, shot vics with 12ga shotgun, 3rd vic had pellets hit shirt, found on Clark St, led to home search, more shotguns, drugs found",0,2
"North Carolina","Unknown",NA,0,1
"Rhode Island","Unknown",NA,0,1
"Michigan","Unknown",NA,1,0
"Wyoming","Unknown","Subject attacked officers with bat, shot by officers.",0,1
"Pennsylvania","Unknown","near arts trail parking",0,0
"Illinois","Unknown",NA,0,0
"California","Unknown",NA,1,0
"California","Unknown","incident # S17028196",0,0
"Illinois","Unknown","Victim in car hit, rt shoulder, walk-up by 1;
41.900398, -87.761364 ;",0,1
"Maryland","Unknown",NA,1,0
"California","Unknown","shot putting air in bike tires",1,0
"Massachusetts","Unknown","ALT: 72 Bragdon St, near midnight 6/24-6/25",0,1
"Massachusetts","Unknown","Jamaica Plain, near midnight 6/24-6/25",0,1
"Massachusetts","Unknown","break in with gun, arrest with 2 guns nearby with K9 assist",0,0
"Illinois","Unknown","Man hit by bullet, ankle, in carjacking; stable; suspect in custody;",0,1
"California","Unknown","Case Number: 17-07667 arrested at 800 block of West Tulare Road in Lindsay",0,0
"Virginia","Unknown",NA,0,1
"New Jersey","Unknown","Essex Co",1,1
"Connecticut","Unknown",NA,0,1
"Missouri","Unknown","playground, ALT vic age: 10yo, shot in head; boy thought he had a BB gun and shot the girl over a stick of chewing gum.;
39.086967, -94.514023 ;",0,1
"Massachusetts","Auto",NA,0,0
"Virginia","Unknown",NA,2,0
"North Carolina","Unknown","approx 12:15 PM",1,0
"Minnesota","Unknown","attempted robbery of good sam who was buying suspect food; became CJ when suspect drew gun, vic tried to pull him out of car, and suspect drove off.",0,0
"Tennessee","Unknown",NA,0,1
"California","Unknown","incident # S17028279",0,0
"Arizona","Unknown","OIS, fire shot in air, threat helicopter with rifle, officer shot suspect",1,0
"New York","Unknown","7 shots fired into car as couple left baby shower; 14yo passenger unharmed;
40.759027, -73.867766 ;",0,2
"Ohio","Unknown","car was hit with bullets;
41.046471, -80.662796 ;",0,0
"Delaware","Unknown",NA,0,1
"Missouri","Unknown","38.691567, -90.256853 ;",1,1
"Maryland","Unknown","Found in the 5600 block of the Alameda.",1,0
"Missouri","Unknown","38.688559, -90.241988 ;",1,3
"Maryland","Unknown",NA,0,1
"South Carolina","Unknown",NA,1,0
"Delaware","Unknown",NA,0,1
"North Carolina","Unknown",NA,1,0
"Pennsylvania","Unknown",NA,0,0
"South Carolina","Unknown","Sumter Co, airman station at Shaw AFB, note and gun recover, likely self inflict gunshot",1,0
"Ohio","Unknown",NA,1,2
"Indiana","Unknown","multiple shots fired at victim. 1 hit leg; stable;",0,1
"Nebraska","Handgun","near Gene Leahy Mall, shot in back, 40 cal casings found",0,1
"California","Handgun","shot wife then self, children present",2,0
"Arkansas","Unknown","shot in hand",0,1
"Tennessee","Unknown",NA,0,1
"Indiana","Unknown","intox suspect fire shots",0,0
"Georgia","Unknown","Victim also known as Ava Le'Ray Barrin",1,0
"Maryland","Unknown","shot in hip",0,1
"Wisconsin","Unknown","6:40 p.m.",1,0
"Florida","Unknown",NA,0,0
"California","Unknown","AD shot self in hand",0,1
"California","Unknown","result of argument, shot in abdomen",0,1
"District of Columbia","Unknown","38.888492, -76.915050 ;",0,4
"Rhode Island","Unknown","41.839254, -71.435867 ;",0,0
"Illinois","Unknown","41.777730, -87.638656 ;",0,1
"Illinois","Unknown","Walk-up shooter hits unintended target nearby, hand; good;
41.852216, -87.673763 ;",0,1
"Georgia","Unknown",NA,0,1
"South Carolina","Unknown","result of planned fight stem from social media post",1,1
"Montana","Unknown",NA,0,0
"South Carolina","Unknown",NA,0,1
"Illinois","Unknown","Found shot, upper body, in parking lot; serious;
41.881122, -87.694623 ;",0,1
"Illinois","Unknown","Left leg, stable;",0,1
"Illinois","Unknown","Rt leg, buttocks, serious;",0,1
"Georgia","Unknown",NA,0,1
"Illinois","Unknown","Leg, heard shots as he left his house; stable;",0,1
"Michigan","Unknown","2 vics stabbed; 1 vic w/CHL shot perp",0,2
"South Carolina","Unknown",NA,0,1
"Illinois","Unknown","4 detained at Route 34 and Orchard Road in Oswego, after shots fired incident at address;
41.711389, -88.332834 ;",0,0
"Ohio","Unknown","Found shot on a step, died in hospital;
39.395921, -84.565601 ;",1,0
"Missouri","Unknown","at least 20 firearms, including rifles and handguns were taken",0,0
"Colorado","Unknown",NA,0,0
"California","Unknown",NA,0,1
"Alaska","Other","On listed date, citizen turned over a rifle he had recently purchased, believing it to have been stolen. Gun reported stolen from Wadleigh Island.",0,0
"Massachusetts","Unknown",NA,0,0
"Minnesota","Other","YouTube prank. .gold Desert Eagle .50-caliber handgun",1,0
"Michigan","Unknown","42.329296, -83.050698 ;",0,2
"Alabama","Unknown","33.515325, -86.833943 ;",0,1
"Minnesota","AK-47","Guns stolen from vehicle.",0,0
"Texas","Rifle","stole 14 AR-style guns at gunpoints, 4 suspects arrest soonafter",0,0
"Missouri","Unknown",NA,0,1
"Nevada","Unknown","Bailbondsman shot in vest while attempting to arrest suspect; 11pm",0,1
"Massachusetts","Unknown",NA,1,0
"South Carolina","Unknown",NA,0,2
"Minnesota","Unknown",NA,0,0
"Ohio","Unknown",NA,0,2
"Texas","Unknown",NA,0,1
"California","Unknown","Brandished gun at activist opponents in store parking lot after exiting nearby city council meeting. Passenger in car states driver has CHL.",0,0
"Massachusetts","Mag",NA,0,0
"Illinois","Unknown","Apartment resident wounded, incident in hallway;",0,1
"Virginia","Rifle","drugs, 2 assault rifles, 2 handguns, 2 others for non gun charges",0,0
"Mississippi","Unknown",NA,0,0
"Oklahoma","Unknown",NA,1,0
"California","Unknown",NA,2,0
"Louisiana","Unknown",NA,2,0
"Washington","Handgun","road rage, threat driver with black handgun",0,0
"California","Unknown",NA,0,0
"Massachusetts","Unknown","approx 11:30 PM",0,0
"Alabama","Unknown",NA,0,0
"Alabama","Unknown",NA,1,1
"Alabama",NA,"Over 100 firearms, inc rifles, shotguns and pistols stolen; items were recovered from Dubose’s residence and other locations",0,0
"Massachusetts","Auto",NA,0,0
"North Carolina","Unknown",NA,2,0
"Massachusetts","Unknown","tow driver shot",0,1
"Illinois","Unknown","Gang affiliated victim shot, arm, stable;
41.870101, -87.701339 ;",0,1
"California","Unknown",NA,0,1
"California","Unknown",NA,0,0
"South Carolina","Unknown","Cab driver found shot/killed in his vehicle",1,0
"Mississippi","Unknown",NA,0,0
"Mississippi","Unknown","32.370791, -88.699467 ;",0,1
"New York","Unknown","10:30pm; residents reported 3 shots fired; no vic at scene, LEO checking hospitals",0,0
"Wisconsin","Unknown",NA,0,1
"Delaware","Unknown",NA,0,1
"Missouri","Unknown","38.616906, -90.193982 ;",0,0
"Georgia","Unknown",NA,1,0
"Indiana","Unknown","Victim found dead in home;
41.068510, -85.143100 ;",1,0
"Illinois","Unknown","Person fires on boy in backyard, killing him;",1,0
"Illinois","Unknown","Man found shot on sidewalk, died in hospital;",1,0
"Illinois","Unknown","Victim shot, upper thigh, during robbery; initially reported as dead; now serious;",0,1
"Pennsylvania","Unknown",NA,1,0
"Illinois","Unknown","Arm; heard shots while walking;",0,1
"Illinois","Unknown","2 wounded by walk-up shooter; both stable;",0,2
"California","Unknown",NA,1,0
"Illinois","Unknown","Buttocks;",0,1
"Mississippi","Unknown",NA,0,1
"Illinois","Unknown","Left thigh, good;",0,1
"Florida","Unknown",NA,0,0
"Kansas","Shotgun","traffic stop, prescription meds, stolen motorcycle, ammo, 410 shotgun, Taurus 40 cal",0,0
"California","Unknown","incident #170003543 shooting at occupied building;
37.766293, -122.227690 ;",0,0
"New York","Unknown","10:50 p.m.",1,0
"Florida","Unknown","29.958116, -81.347830 ;",0,0
"Florida","Unknown",NA,0,0
"Illinois","Unknown","Leg; stable;",0,1
"Illinois","Unknown","Man on porch shot, groin, after argument w/ shooter; critical;",0,1
"Ohio","Unknown",NA,0,1
"Tennessee","Unknown","shot at gas station; marijuana deal in vehicle went bad. Shooter is gang member but shooting not believed to be gang-related",1,2
"Tennessee","Unknown","driver hit when security guard fired shot at man he mistook for theft suspect in his truck in parking lot",0,1
"New York","Unknown",NA,0,1
"North Carolina","Unknown",NA,0,1
"Tennessee","Handgun","Whitehaven, teen fired shots at another boy after his mom gave handgun to him so he could win fight;
35.007225, -90.009966",0,0
"Montana","Unknown",NA,0,0
"Mississippi","Unknown",NA,0,1
"Illinois","Unknown","Man unhurt by bullet through his window in kitchen during a nearby fireworks;",0,0
"Tennessee","Unknown","south Nashville, man killed when ex-boyfriend fired shots into ex-girlfriend's car after argument",1,0
"South Carolina","Unknown",NA,2,1
"California","Handgun",NA,0,1
"Florida","Unknown",NA,0,1
"Louisiana","Unknown","29.968528, -90.156851 ;",0,1
"Georgia","Unknown",NA,0,0
"Texas","Unknown","traffic accident/jam led to shooting;
in front of Jack In The Box;
29.516447, -98.422904 ;",0,1
"North Carolina","Shotgun","Sawed off shotgun and meth in car;
35.757827, -80.801512 ;",0,0
"Florida","Unknown",NA,0,1
"New York",NA,"result of dispute, threat with realistic BB gun",0,0
"Wisconsin","Handgun",NA,0,0
"Arizona","Unknown","32.134104, -110.973304 ;",0,1
"Tennessee","Unknown","East Nashville off Main Street, shots fired from car, teens on nearby porch returned fire",0,0
"Alabama","Unknown",NA,1,1
"Kentucky","Unknown",NA,0,1
"Wisconsin","Unknown","10:50 PM",0,1
"Pennsylvania","Unknown",NA,0,1
"Florida","Unknown","Walton Co, threat employee with flashlight, gun over belongings",0,0
"Colorado","Unknown","child showing gun to friend at school",0,0
"Alabama","Unknown","suspect found at 3600 block of Horseshoe Circle after being shot by homeowner and fleeing the scene of home invasion",1,0
"Alabama","Unknown","11:18 a.m.",1,0
"New Mexico","Unknown","Reported drive-by shooting; no evidence located.",0,0
"Missouri","Unknown","shot in suv",1,1
"New York","Unknown",NA,0,0
"California","Unknown","incident # GO 2017139727;
35.297222, -119.012675 ;",0,0
"Georgia","Unknown","33.753875, -84.478852 ;",0,1
"Missouri","Handgun","Suspect shot himself and victim while under the influence of meth.",1,1
"Connecticut","Handgun","Handgun, cocaine and fentanyl found in idling car after LEO witnessed suspect conducting drug transactions",0,0
"Washington","Unknown","Firing at moving vehicles",0,0
"Iowa","Auto","drug bust finds stolen Winchester Model 1897 shotgun, Browning 12-gauge shotgun, Ruger New Vaquero revolver, Wilson Combat pistol;",0,0
"Ohio","Unknown",NA,0,1
"Wisconsin","Handgun",NA,0,0
"Georgia","Shotgun",NA,1,0
"South Carolina","Unknown",NA,0,1
"Mississippi","Unknown",NA,0,0
"North Dakota","Unknown",NA,0,1
